X,Y,abandono_6meses
-16.536577,5.995745,0
-5.3899145,-2.3519623,1
13.863267,-3.3395245,0
10.068609,10.061049,1
-8.137279,12.717233,1
-8.823209,10.310263,1
2.1604013,-20.541697,1
-9.550564,5.0771284,1
2.1529424,-20.530937,1
-0.16590701,0.80770785,0
8.477181,-4.6295266,1
-4.2964463,1.2784528,1
14.683425,2.3264027,0
12.235041,3.9116282,0
-5.268145,-2.118405,1
6.4730415,6.6569505,1
4.21358,-5.0819983,1
4.207342,-5.0782905,1
8.459709,-4.659996,1
-5.140177,11.849878,1
-0.8026138,-8.10341,1
14.651716,2.2945385,1
-7.8317857,17.792831,0
-9.59429,0.21977073,1
-7.832914,17.791067,0
3.1578765,1.3738015,0
-5.276502,-2.8356662,1
-5.29707,-2.6777556,1
7.850985,-5.480153,1
9.788255,-18.423952,1
9.784019,-18.417936,1
23.903013,1.8756615,0
7.168539,7.6283154,1
7.630711,-13.099598,1
-5.306159,-2.8572264,1
-14.313591,4.608337,0
3.2223277,1.4380739,1
-1.1685511,-4.572748,0
-0.2110075,18.727425,1
5.1792674,2.791225,1
23.313694,12.915492,1
-0.18764837,0.82937,0
-1.1662079,-4.570202,0
3.9980912,-2.433775,0
25.341501,-6.915323,1
-11.152028,7.7098045,0
3.9337852,-2.5317373,1
23.294573,12.896622,1
16.755299,-5.3373146,1
3.889529,-2.6049535,1
16.846058,-5.428033,1
-4.3710637,-2.4144208,1
16.69478,-5.2767367,0
16.652779,-5.234771,1
15.211004,14.714742,1
23.28734,12.88925,1
-4.442421,-2.4959266,1
16.708994,-5.2906327,1
0.540021,-6.4151516,1
16.67114,-5.252902,0
12.235402,3.912274,1
-14.317881,4.6122484,1
3.2302547,1.4465982,1
-1.1616195,-4.565442,1
16.845345,-5.4274697,1
23.350649,12.952481,0
16.835417,-5.4180403,1
-1.1471452,-4.551691,1
4.4253554,6.011509,0
3.9406633,-2.5099034,1
3.5832758,5.827153,1
25.344547,-6.918283,1
-11.137642,7.7243347,0
-0.21519126,18.73066,1
12.235531,3.912192,1
3.9309237,-2.525454,1
16.73353,-5.3157606,1
-5.2769904,21.522089,1
16.813877,-5.3954654,1
16.782673,-5.3647256,1
3.9732969,-2.4642425,1
16.849243,-5.431126,1
3.9080446,-2.5816624,1
15.210979,14.716175,1
25.345484,-6.919269,1
16.667185,-5.2492523,1
